1	0010	A000	00000
2	0011	A001	00000
3	0019	A009	00000
4	0020	A0100	10000
5	0021	A011	00000
6	0022	A012	00000
7	0023	A013	00000
8	0029	A014	00000
9	0030	A020	00000
10	0031	A021	10000
11	00320	A0220	00000
12	00321	A0221	00000
13	00322	A0222	00000
14	00323	A0223	00000
15	00324	A0224	00000
16	00329	A0229	10000
17	0038	A028	00000
18	0039	A029	00000
19	0040	A030	00000
20	0041	A031	00000
21	0042	A032	00000
22	0043	A033	00000
23	0048	A038	00000
24	0049	A039	00000
25	0050	A050	00000
26	0051	A051	00000
27	0052	A052	00000
28	0053	A058	10000
29	0054	A053	00000
30	00581	A055	00000
31	00589	A054	10000
32	00589	A058	10000
33	0059	A059	00000
34	0060	A060	00000
35	0061	A061	00000
36	0062	A062	00000
37	0063	A064	00000
38	0064	A065	00000
39	0065	A066	00000
40	0066	A067	00000
41	0068	A0689	10000
42	0069	A069	00000
43	0070	A070	00000
44	0071	A071	00000
45	0072	A073	00000
46	0073	A078	10000
47	0074	A072	00000
48	0075	A074	00000
49	0078	A078	10000
50	0079	A079	00000
51	00800	A044	10000
52	00801	A040	00000
53	00802	A041	00000
54	00803	A042	00000
55	00804	A043	00000
56	00809	A044	10000
57	0081	A048	10000
58	0082	A048	10000
59	0083	A048	10000
60	00841	A048	10000
61	00842	A048	10000
62	00843	A045	00000
63	00844	A046	00000
64	00845	A047	00000
65	00846	A048	10000
66	00847	A048	10000
67	00849	A048	10000
68	0085	A049	00000
69	00861	A080	00000
70	00862	A082	00000
71	00863	A0811	10000
72	00864	A0819	10000
73	00865	A0831	00000
74	00866	A0832	00000
75	00867	A0839	10000
76	00869	A0839	10000
77	0088	A088	10000
78	0090	A09	10000
79	0091	A09	10000
80	0092	A09	10000
81	0093	A09	10000
82	01000	A157	10000
83	01001	A157	10000
84	01002	A157	10000
85	01003	A157	10000
86	01004	A157	10000
87	01005	A157	10000
88	01006	A157	10000
89	01010	A156	10000
90	01011	A156	10000
91	01012	A156	10000
92	01013	A156	10000
93	01014	A156	10000
94	01015	A156	10000
95	01016	A156	10000
96	01080	A157	10000
97	01081	A157	10000
98	01082	A157	10000
99	01083	A157	10000
100	01084	A157	10000
101	01085	A157	10000
102	01086	A157	10000
103	01090	A157	10000
104	01091	A157	10000
105	01092	A157	10000
106	01093	A157	10000
107	01094	A157	10000
108	01095	A157	10000
109	01096	A157	10000
110	01100	A150	10000
111	01101	A150	10000
112	01102	A150	10000
113	01103	A150	10000
114	01104	A150	10000
115	01105	A150	10000
116	01106	A150	10000
117	01110	A150	10000
118	01111	A150	10000
119	01112	A150	10000
120	01113	A150	10000
121	01114	A150	10000
122	01115	A150	10000
123	01116	A150	10000
124	01120	A150	10000
125	01121	A150	10000
126	01122	A150	10000
127	01123	A150	10000
128	01124	A150	10000
129	01125	A150	10000
130	01126	A150	10000
131	01130	A155	10000
132	01131	A155	10000
133	01132	A155	10000
134	01133	A155	10000
135	01134	A155	10000
136	01135	A155	10000
137	01136	A155	10000
138	01140	A150	10000
139	01141	A150	10000
140	01142	A150	10000
141	01143	A150	10000
142	01144	A150	10000
143	01145	A150	10000
144	01146	A150	10000
145	01150	A150	10000
146	01151	A150	10000
147	01152	A150	10000
148	01153	A150	10000
149	01154	A150	10000
150	01155	A150	10000
151	01156	A150	10000
152	01160	A150	10000
153	01161	A150	10000
154	01162	A150	10000
155	01163	A150	10000
156	01164	A150	10000
157	01165	A150	10000
158	01166	A150	10000
159	01170	A150	10000
160	01171	A150	10000
161	01172	A150	10000
162	01173	A150	10000
163	01174	A150	10000
164	01175	A150	10000
165	01176	A150	10000
166	01180	A150	10000
167	01181	A150	10000
168	01182	A150	10000
169	01183	A150	10000
170	01184	A150	10000
171	01185	A150	10000
172	01186	A150	10000
173	01190	A150	10000
174	01191	A150	10000
175	01192	A150	10000
176	01193	A150	10000
177	01194	A150	10000
178	01195	A150	10000
179	01196	A150	10000
180	01200	A156	10000
181	01201	A156	10000
182	01202	A156	10000
183	01203	A156	10000
184	01204	A156	10000
185	01205	A156	10000
186	01206	A156	10000
187	01210	A154	10000
188	01211	A154	10000
189	01212	A154	10000
190	01213	A154	10000
191	01214	A154	10000
192	01215	A154	10000
193	01216	A154	10000
194	01220	A155	10000
195	01221	A155	10000
196	01222	A155	10000
197	01223	A155	10000
198	01224	A155	10000
199	01225	A155	10000
200	01226	A155	10000
201	01230	A155	10000
202	01231	A155	10000
203	01232	A155	10000
204	01233	A155	10000
205	01234	A155	10000
206	01235	A155	10000
207	01236	A155	10000
208	01280	A158	10000
209	01281	A158	10000
210	01282	A158	10000
211	01283	A158	10000
212	01284	A158	10000
213	01285	A158	10000
214	01286	A158	10000
215	01300	A170	10000
216	01301	A170	10000
217	01302	A170	10000
218	01303	A170	10000
219	01304	A170	10000
220	01305	A170	10000
221	01306	A170	10000
222	01310	A171	10000
223	01311	A171	10000
224	01312	A171	10000
225	01313	A171	10000
226	01314	A171	10000
227	01315	A171	10000
228	01316	A171	10000
229	01320	A1781	10000
230	01321	A1781	10000
231	01322	A1781	10000
232	01323	A1781	10000
233	01324	A1781	10000
234	01325	A1781	10000
235	01326	A1781	10000
236	01330	A1781	10000
237	01331	A1781	10000
238	01332	A1781	10000
239	01333	A1781	10000
240	01334	A1781	10000
241	01335	A1781	10000
242	01336	A1781	10000
243	01340	A1781	10000
244	01341	A1781	10000
245	01342	A1781	10000
246	01343	A1781	10000
247	01344	A1781	10000
248	01345	A1781	10000
249	01346	A1781	10000
250	01350	A1781	10000
251	01351	A1781	10000
252	01352	A1781	10000
253	01353	A1781	10000
254	01354	A1781	10000
255	01355	A1781	10000
256	01356	A1781	10000
257	01360	A1782	10000
258	01361	A1782	10000
259	01362	A1782	10000
260	01363	A1782	10000
261	01364	A1782	10000
262	01365	A1782	10000
263	01366	A1782	10000
264	01380	A1789	10000
265	01381	A1789	10000
266	01382	A1789	10000
267	01383	A1789	10000
268	01384	A1789	10000
269	01385	A1789	10000
270	01386	A1789	10000
271	01390	A179	10000
272	01391	A179	10000
273	01392	A179	10000
274	01393	A179	10000
275	01394	A179	10000
276	01395	A179	10000
277	01396	A179	10000
278	01400	A1831	10000
279	01401	A1831	10000
280	01402	A1831	10000
281	01403	A1831	10000
282	01404	A1831	10000
283	01405	A1831	10000
284	01406	A1831	10000
285	01480	A1832	10000
286	01480	A1839	10000
287	01481	A1832	10000
288	01481	A1839	10000
289	01482	A1832	10000
290	01482	A1839	10000
291	01483	A1832	10000
292	01483	A1839	10000
293	01484	A1832	10000
294	01484	A1839	10000
295	01485	A1832	10000
296	01485	A1839	10000
297	01486	A1832	10000
298	01486	A1839	10000
299	01500	A1801	10000
300	01501	A1801	10000
301	01502	A1801	10000
302	01503	A1801	10000
303	01504	A1801	10000
304	01505	A1801	10000
305	01506	A1801	10000
306	01510	A1802	10000
307	01511	A1802	10000
308	01512	A1802	10000
309	01513	A1802	10000
310	01514	A1802	10000
311	01515	A1802	10000
312	01516	A1802	10000
313	01520	A1802	10000
314	01521	A1802	10000
315	01522	A1802	10000
316	01523	A1802	10000
317	01524	A1802	10000
318	01525	A1802	10000
319	01526	A1802	10000
320	01550	A1803	10000
321	01551	A1803	10000
322	01552	A1803	10000
323	01553	A1803	10000
324	01554	A1803	10000
325	01555	A1803	10000
326	01556	A1803	10000
327	01560	A1803	10000
328	01561	A1803	10000
329	01562	A1803	10000
330	01563	A1803	10000
331	01564	A1803	10000
332	01565	A1803	10000
333	01566	A1803	10000
334	01570	A1803	10000
335	01571	A1803	10000
336	01572	A1803	10000
337	01573	A1803	10000
338	01574	A1803	10000
339	01575	A1803	10000
340	01576	A1803	10000
341	01580	A1802	10000
342	01581	A1802	10000
343	01582	A1802	10000
344	01583	A1802	10000
345	01584	A1802	10000
346	01585	A1802	10000
347	01586	A1802	10000
348	01590	A1802	10000
349	01590	A1803	10000
350	01591	A1802	10000
351	01591	A1803	10000
352	01592	A1802	10000
